movie_id,title,overview,release_date,popularity,genres,text,genres_list,release_year,genre__Action,genre__Adventure,genre__Animation,genre__Comedy,genre__Crime,genre__Documentary,genre__Drama,genre__Family,genre__Fantasy,genre__History,genre__Horror,genre__Music,genre__Mystery,genre__Romance,genre__Science Fiction,genre__TV Movie,genre__Thriller,genre__Unknown,genre__War,genre__Western
1447903,The Company of Thieves,"A botched bank robbery leads to a tense pursuit, as a U.S. Marshal and tracker hunt down a thief. The chase evolves into a dangerous game of deception and changing loyalties, ending in a brutal confrontation.",2025-01-17,10.7501,,"The Company of Thieves. A botched bank robbery leads to a tense pursuit, as a U.S. Marshal and tracker hunt down a thief. The chase evolves into a dangerous game of deception and changing loyalties, ending in a brutal confrontation.",['Unknown'],2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
763215,Damsel,A young woman's marriage to a charming prince turns into a fierce fight for survival when she's offered up as a sacrifice to a fire-breathing dragon.,2024-03-07,11.3834,"Fantasy, Action, Adventure",Damsel. A young woman's marriage to a charming prince turns into a fierce fight for survival when she's offered up as a sacrifice to a fire-breathing dragon.,"['Fantasy', 'Action', 'Adventure']",2024,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
218,The Terminator,"In the post-apocalyptic future, reigning tyrannical supercomputers teleport a cyborg assassin known as the ""Terminator"" back to 1984 to kill Sarah Connor, whose unborn son is destined to lead insurgents against 21st century mechanical hegemony. Meanwhile, the human-resistance movement dispatches a lone warrior to safeguard Sarah. Can he stop the virtually indestructible killing machine?",1984-10-26,11.4515,"Action, Thriller, Science Fiction","The Terminator. In the post-apocalyptic future, reigning tyrannical supercomputers teleport a cyborg assassin known as the ""Terminator"" back to 1984 to kill Sarah Connor, whose unborn son is destined to lead insurgents against 21st century mechanical hegemony. Meanwhile, the human-resistance movement dispatches a lone warrior to safeguard Sarah. Can he stop the virtually indestructible killing machine?","['Action', 'Thriller', 'Science Fiction']",1984,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
215935,Bethlehem,"Bethlehem tells the story of the unlikely bond between Razi, an Israeli secret service officer, and his Palestinian informant Sanfur, the younger brother of a senior Palestinian militant. Razi recruited Sanfur when he was just 15, and developed a very close, almost fatherly relationship to him. Now 17, Sanfur tries to navigate between Razi’s demands and his loyalty to his brother, living a double life and lying to both men. Co-written by director Yuval Adler and Ali Waked—an Arab journalist who spent years in the West Bank—Bethlehem gives an unparalleled, moving and authentic portrait of the complex reality behind the news.",2013-09-26,11.8205,"Drama, Thriller","Bethlehem. Bethlehem tells the story of the unlikely bond between Razi, an Israeli secret service officer, and his Palestinian informant Sanfur, the younger brother of a senior Palestinian militant. Razi recruited Sanfur when he was just 15, and developed a very close, almost fatherly relationship to him. Now 17, Sanfur tries to navigate between Razi’s demands and his loyalty to his brother, living a double life and lying to both men. Co-written by director Yuval Adler and Ali Waked—an Arab journalist who spent years in the West Bank—Bethlehem gives an unparalleled, moving and authentic portrait of the complex reality behind the news.","['Drama', 'Thriller']",2013,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1537780,Instintos,"Maggie is in her final days of pregnancy, when she and her husband Sean are attacked in their isolated home by two people who decide to wait with them until Monday to empty the family's bank accounts.",2025-08-29,11.8432,Thriller,"Instintos. Maggie is in her final days of pregnancy, when she and her husband Sean are attacked in their isolated home by two people who decide to wait with them until Monday to empty the family's bank accounts.",['Thriller'],2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
390845,A Delicious Flight,"An innocent actress runs away from the scandal with an idol, the impudent idol that ruined her career, a passionate manager who is devoted to her and his ex-girlfriend who is now a sexy stewardess. These four that should never be together run into each other in an airplane. No one can run away and the most cheeky and erotic things happen here.",2015-11-01,12.4675,Romance,"A Delicious Flight. An innocent actress runs away from the scandal with an idol, the impudent idol that ruined her career, a passionate manager who is devoted to her and his ex-girlfriend who is now a sexy stewardess. These four that should never be together run into each other in an airplane. No one can run away and the most cheeky and erotic things happen here.",['Romance'],2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
340027,Brain on Fire,"Susannah Cahalan, an up-and-coming journalist at the New York Post becomes plagued by voices in her head and seizures, causing a rapid descent into insanity.",2017-02-22,11.1277,Drama,"Brain on Fire. Susannah Cahalan, an up-and-coming journalist at the New York Post becomes plagued by voices in her head and seizures, causing a rapid descent into insanity.",['Drama'],2017,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
288986,The Erotic Twin,"A psychiatrist named Tony sees two identical twin sisters, Norma and Mary. Norma and Mary are apparently very different from each other, to the point of conflict.",1980-08-05,13.5621,Drama,"The Erotic Twin. A psychiatrist named Tony sees two identical twin sisters, Norma and Mary. Norma and Mary are apparently very different from each other, to the point of conflict.",['Drama'],1980,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
526746,The Lost Viking,"A young Viking called Vitharr arrives in Britain with dreams of conquest and adventure, but when his family and clan are ambushed and killed, he must survive alone in this strange,dangerous new land as he searches for his Uncle's settlement.",2018-05-28,11.343,"Action, Adventure, History","The Lost Viking. A young Viking called Vitharr arrives in Britain with dreams of conquest and adventure, but when his family and clan are ambushed and killed, he must survive alone in this strange,dangerous new land as he searches for his Uncle's settlement.","['Action', 'Adventure', 'History']",2018,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
507086,Jurassic World Dominion,"Four years after Isla Nublar was destroyed, dinosaurs now live—and hunt—alongside humans all over the world. This fragile balance will reshape the future and determine, once and for all, whether human beings are to remain the apex predators on a planet they now share with history's most fearsome creatures.",2022-06-01,12.167,"Adventure, Action, Science Fiction","Jurassic World Dominion. Four years after Isla Nublar was destroyed, dinosaurs now live—and hunt—alongside humans all over the world. This fragile balance will reshape the future and determine, once and for all, whether human beings are to remain the apex predators on a planet they now share with history's most fearsome creatures.","['Adventure', 'Action', 'Science Fiction']",2022,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
267778,Code Name: Wolverine,"Harry Gordini is on his way to Italy for a holiday with his family. On his way he accidentally picks up the wrong suitcase which holds in it hundreds of millions worth of new superdrug. Now the drugdealers want the drugs back and kidnap Harry's wife and son. But unfortunately Harry isn't just anyone, he's an ex-Navy SEAL and veteran of the Gulf war, code named ""Wolverine"". He successfully rescues his wife and kid from the drugdealers, but unfortunately their problems aren't yet over. Adolfo Jones, the head of the crime organisation, is still at large, and he's being helped by couple of dirty DEA-agents. Once again the drugdealer Jones is able to kidnap his son. So everything must come down to a final showdown between the ""Wolverine"" and Jones...",1996-12-03,11.7245,"Action, TV Movie","Code Name: Wolverine. Harry Gordini is on his way to Italy for a holiday with his family. On his way he accidentally picks up the wrong suitcase which holds in it hundreds of millions worth of new superdrug. Now the drugdealers want the drugs back and kidnap Harry's wife and son. But unfortunately Harry isn't just anyone, he's an ex-Navy SEAL and veteran of the Gulf war, code named ""Wolverine"". He successfully rescues his wife and kid from the drugdealers, but unfortunately their problems aren't yet over. Adolfo Jones, the head of the crime organisation, is still at large, and he's being helped by couple of dirty DEA-agents. Once again the drugdealer Jones is able to kidnap his son. So everything must come down to a final showdown between the ""Wolverine"" and Jones...","['Action', 'TV Movie']",1996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
483104,A Christmas Prince,"When a reporter goes undercover as a nanny to get the inside scoop on a playboy prince, she gets tangled in some royal intrigue and ends up finding love - but will she be able to keep up her lie?",2017-11-17,11.0811,"Romance, TV Movie","A Christmas Prince. When a reporter goes undercover as a nanny to get the inside scoop on a playboy prince, she gets tangled in some royal intrigue and ends up finding love - but will she be able to keep up her lie?","['Romance', 'TV Movie']",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1724,The Incredible Hulk,"Scientist Bruce Banner scours the planet for an antidote to the unbridled force of rage within him: the Hulk. But when the military masterminds who dream of exploiting his powers force him back to civilization, he finds himself coming face to face with a new, deadly foe.",2008-06-12,11.959,"Science Fiction, Action, Adventure","The Incredible Hulk. Scientist Bruce Banner scours the planet for an antidote to the unbridled force of rage within him: the Hulk. But when the military masterminds who dream of exploiting his powers force him back to civilization, he finds himself coming face to face with a new, deadly foe.","['Science Fiction', 'Action', 'Adventure']",2008,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12,Finding Nemo,"Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.",2003-05-30,11.5124,"Animation, Family","Finding Nemo. Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.","['Animation', 'Family']",2003,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
564,The Mummy,Dashing legionnaire Rick O'Connell stumbles upon the hidden ruins of Hamunaptra while in the midst of a battle to claim the area in 1920s Egypt. It has been over three thousand years since former High Priest Imhotep suffered a fate worse than death as a punishment for a forbidden love—along with a curse that guarantees eternal doom upon the world if he is ever awoken.,1999-04-16,12.6961,"Adventure, Action, Fantasy",The Mummy. Dashing legionnaire Rick O'Connell stumbles upon the hidden ruins of Hamunaptra while in the midst of a battle to claim the area in 1920s Egypt. It has been over three thousand years since former High Priest Imhotep suffered a fate worse than death as a punishment for a forbidden love—along with a curse that guarantees eternal doom upon the world if he is ever awoken.,"['Adventure', 'Action', 'Fantasy']",1999,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
490147,Romance at Reindeer Lodge,"Molly and Jared have both sworn off holiday events. When they find themselves stuck at a Christmas-themed ranch, they have no choice but to allow their cynical hearts to melt.",2017-12-17,11.1426,"TV Movie, Romance","Romance at Reindeer Lodge. Molly and Jared have both sworn off holiday events. When they find themselves stuck at a Christmas-themed ranch, they have no choice but to allow their cynical hearts to melt.","['TV Movie', 'Romance']",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
253952,The Adolescents,"A shy girl named Ana is sent to an English boarding school. After a period of adjustment, she travels to London with two of her more world weary classmates and becomes the target for a trio of men who take illicit photographs of young girls to be published in 'Estimulation' Magazine.",1975-09-09,11.1434,Drama,"The Adolescents. A shy girl named Ana is sent to an English boarding school. After a period of adjustment, she travels to London with two of her more world weary classmates and becomes the target for a trio of men who take illicit photographs of young girls to be published in 'Estimulation' Magazine.",['Drama'],1975,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
921655,Rescued by Ruby,"Chasing his dream to join an elite K-9 unit, a state trooper partners with a fellow underdog: clever but naughty shelter pup Ruby. Based on a true story.",2022-03-17,11.8133,"Family, Drama","Rescued by Ruby. Chasing his dream to join an elite K-9 unit, a state trooper partners with a fellow underdog: clever but naughty shelter pup Ruby. Based on a true story.","['Family', 'Drama']",2022,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2277,Bicentennial Man,"Richard Martin buys a gift, a new NDR-114 robot. The product is named Andrew by the youngest of the family's children. ""Bicentennial Man"" follows the life and times of Andrew, a robot purchased as a household appliance programmed to perform menial tasks. As Andrew begins to experience emotions and creative thought, the Martin family soon discovers they don't have an ordinary robot.",1999-12-17,11.5622,"Science Fiction, Drama","Bicentennial Man. Richard Martin buys a gift, a new NDR-114 robot. The product is named Andrew by the youngest of the family's children. ""Bicentennial Man"" follows the life and times of Andrew, a robot purchased as a household appliance programmed to perform menial tasks. As Andrew begins to experience emotions and creative thought, the Martin family soon discovers they don't have an ordinary robot.","['Science Fiction', 'Drama']",1999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
744,Top Gun,"For Lieutenant Pete 'Maverick' Mitchell and his friend and co-pilot Nick 'Goose' Bradshaw, being accepted into an elite training school for fighter pilots is a dream come true. But a tragedy, as well as personal demons, will threaten Pete's dreams of becoming an ace pilot.",1986-05-16,12.0732,"Action, Drama","Top Gun. For Lieutenant Pete 'Maverick' Mitchell and his friend and co-pilot Nick 'Goose' Bradshaw, being accepted into an elite training school for fighter pilots is a dream come true. But a tragedy, as well as personal demons, will threaten Pete's dreams of becoming an ace pilot.","['Action', 'Drama']",1986,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
346364,It,"In a small town in Maine, seven children known as The Losers Club come face to face with life problems, bullies and a monster that takes the shape of a clown called Pennywise.",2017-09-06,11.7977,"Horror, Thriller","It. In a small town in Maine, seven children known as The Losers Club come face to face with life problems, bullies and a monster that takes the shape of a clown called Pennywise.","['Horror', 'Thriller']",2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1239193,Deep Cover,"Kat is an improv comedy teacher beginning to question if she’s missed her shot at success. When an undercover cop offers her the role of a lifetime, she recruits two of her students to infiltrate London’s gangland by impersonating dangerous criminals.",2025-06-12,12.2554,"Action, Comedy, Crime","Deep Cover. Kat is an improv comedy teacher beginning to question if she’s missed her shot at success. When an undercover cop offers her the role of a lifetime, she recruits two of her students to infiltrate London’s gangland by impersonating dangerous criminals.","['Action', 'Comedy', 'Crime']",2025,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1422,The Departed,"To take down South Boston's Irish Mafia, the police send in one of their own to infiltrate the underworld, not realizing the syndicate has done likewise. While an undercover cop curries favor with the mob kingpin, a career criminal rises through the police ranks. But both sides soon discover there's a mole among them.",2006-10-04,11.2588,"Drama, Thriller, Crime","The Departed. To take down South Boston's Irish Mafia, the police send in one of their own to infiltrate the underworld, not realizing the syndicate has done likewise. While an undercover cop curries favor with the mob kingpin, a career criminal rises through the police ranks. But both sides soon discover there's a mole among them.","['Drama', 'Thriller', 'Crime']",2006,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1442776,Crazy Lizard,"A young man climbs into the mountains to pick up a meteorite that has fallen there and is killed by something. The ""thing"" descends to the village and begins to eat the inhabitants one by one, terrorizing the entire island.",2024-03-27,11.9593,"Action, Thriller, Horror","Crazy Lizard. A young man climbs into the mountains to pick up a meteorite that has fallen there and is killed by something. The ""thing"" descends to the village and begins to eat the inhabitants one by one, terrorizing the entire island.","['Action', 'Thriller', 'Horror']",2024,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
10198,The Princess and the Frog,"A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to face the same problem after she kisses him.",2009-12-08,11.8184,"Animation, Romance, Fantasy, Family","The Princess and the Frog. A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to face the same problem after she kisses him.","['Animation', 'Romance', 'Fantasy', 'Family']",2009,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
799583,The Ministry of Ungentlemanly Warfare,"During World War II, the British Army assigns a group of competent soldiers to carry out a mission against the Nazi forces behind enemy lines... A true story about a secret British WWII organization — the Special Operations Executive. Founded by Winston Churchill, their irregular warfare against the Germans helped to change the course of the war, and gave birth to modern black operations.",2024-04-18,12.7514,"Action, Comedy, War","The Ministry of Ungentlemanly Warfare. During World War II, the British Army assigns a group of competent soldiers to carry out a mission against the Nazi forces behind enemy lines... A true story about a secret British WWII organization — the Special Operations Executive. Founded by Winston Churchill, their irregular warfare against the Germans helped to change the course of the war, and gave birth to modern black operations.","['Action', 'Comedy', 'War']",2024,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8392,My Neighbor Totoro,"Two sisters move to the country with their father in order to be closer to their hospitalized mother, and discover the surrounding trees are inhabited by Totoros, magical spirits of the forest. When the youngest runs away from home, the older sister seeks help from the spirits to find her.",1988-04-16,11.1516,"Fantasy, Animation, Family","My Neighbor Totoro. Two sisters move to the country with their father in order to be closer to their hospitalized mother, and discover the surrounding trees are inhabited by Totoros, magical spirits of the forest. When the youngest runs away from home, the older sister seeks help from the spirits to find her.","['Fantasy', 'Animation', 'Family']",1988,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
97,Tron,"When brilliant video game maker Flynn hacks the mainframe of his ex-employer, he is beamed inside an astonishing digital world...And becomes part of the very game he is designing. In his mission through cyberspace, Flynn matches wits with a maniacal Master Control Program and teams up with Tron, a security measure created to bring balance to the digital environment.",1982-07-09,11.0734,"Science Fiction, Action, Adventure","Tron. When brilliant video game maker Flynn hacks the mainframe of his ex-employer, he is beamed inside an astonishing digital world...And becomes part of the very game he is designing. In his mission through cyberspace, Flynn matches wits with a maniacal Master Control Program and teams up with Tron, a security measure created to bring balance to the digital environment.","['Science Fiction', 'Action', 'Adventure']",1982,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
361854,The Dark Side of the Moon,A psychedelic mushroom trip turns a successful lawyer into a wanted man.,2016-01-14,11.642,Thriller,The Dark Side of the Moon. A psychedelic mushroom trip turns a successful lawyer into a wanted man.,['Thriller'],2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29963,Bright Star,"In 1818, high-spirited young Fanny Brawne finds herself increasingly intrigued by the handsome but aloof poet John Keats, who lives next door to her family friends the Dilkes. After reading a book of his poetry, she finds herself even more drawn to the taciturn Keats. Although he agrees to teach her about poetry, Keats cannot act on his reciprocated feelings for Fanny, since as a struggling poet he has no money to support a wife.",2009-09-18,11.8016,"Drama, Romance","Bright Star. In 1818, high-spirited young Fanny Brawne finds herself increasingly intrigued by the handsome but aloof poet John Keats, who lives next door to her family friends the Dilkes. After reading a book of his poetry, she finds herself even more drawn to the taciturn Keats. Although he agrees to teach her about poetry, Keats cannot act on his reciprocated feelings for Fanny, since as a struggling poet he has no money to support a wife.","['Drama', 'Romance']",2009,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
387848,Buddy's Mom,"20-year-old Kyeong-soo is a man who's full of assumptions. He learned about sex from Internet porn, but nothing about the real thing. He's only had crushes and has never even kissed before. He got embarrassed when he confessed his feelings to Ji-yeon, his crush. He comforted himself from the shame with Japanese girls in his room with his right hand. One day, he has a fight with his father and remembers his friend Baek-hyeon had invited him over to Gangwon-do. There he falls in love with his friends' mother.",2015-11-12,12.0588,"Drama, Romance","Buddy's Mom. 20-year-old Kyeong-soo is a man who's full of assumptions. He learned about sex from Internet porn, but nothing about the real thing. He's only had crushes and has never even kissed before. He got embarrassed when he confessed his feelings to Ji-yeon, his crush. He comforted himself from the shame with Japanese girls in his room with his right hand. One day, he has a fight with his father and remembers his friend Baek-hyeon had invited him over to Gangwon-do. There he falls in love with his friends' mother.","['Drama', 'Romance']",2015,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
929590,Civil War,"In the near future, a group of war journalists attempt to survive while reporting the truth as the United States stands on the brink of civil war.",2024-04-10,11.85,"War, Action, Drama","Civil War. In the near future, a group of war journalists attempt to survive while reporting the truth as the United States stands on the brink of civil war.","['War', 'Action', 'Drama']",2024,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
810,Shrek the Third,"The King of Far Far Away has died and Shrek and Fiona are to become King & Queen. However, Shrek wants to return to his cozy swamp and live in peace and quiet, so when he finds out there is another heir to the throne, they set off to bring him back to rule the kingdom.",2007-05-17,12.0587,"Fantasy, Adventure, Animation, Comedy, Family","Shrek the Third. The King of Far Far Away has died and Shrek and Fiona are to become King & Queen. However, Shrek wants to return to his cozy swamp and live in peace and quiet, so when he finds out there is another heir to the throne, they set off to bring him back to rule the kingdom.","['Fantasy', 'Adventure', 'Animation', 'Comedy', 'Family']",2007,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
515985,The Fever,"Justino, a 45-year-old member of the indigenous Desana people, is a security guard at the Manaus harbor. As his daughter prepares to soon depart to Brasília, Justino comes down with a mysterious fever.",2021-06-30,11.499,"Drama, Mystery, Thriller","The Fever. Justino, a 45-year-old member of the indigenous Desana people, is a security guard at the Manaus harbor. As his daughter prepares to soon depart to Brasília, Justino comes down with a mysterious fever.","['Drama', 'Mystery', 'Thriller']",2021,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
10020,Beauty and the Beast,"Follow the adventures of Belle, a bright young woman who finds herself in the castle of a prince who's been turned into a mysterious beast. With the help of the castle's enchanted staff, Belle soon learns the most important lesson of all -- that true beauty comes from within.",1991-10-22,12.1412,"Romance, Family, Animation, Fantasy","Beauty and the Beast. Follow the adventures of Belle, a bright young woman who finds herself in the castle of a prince who's been turned into a mysterious beast. With the help of the castle's enchanted staff, Belle soon learns the most important lesson of all -- that true beauty comes from within.","['Romance', 'Family', 'Animation', 'Fantasy']",1991,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
687637,That's Roman Porno: Smile of Goddesses,A documentary compilation that shows various clips from the Roman Porno series of movies from 1971 to 1988.,1988-06-11,11.6945,Documentary,That's Roman Porno: Smile of Goddesses. A documentary compilation that shows various clips from the Roman Porno series of movies from 1971 to 1988.,['Documentary'],1988,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67612,"Black God, White Devil","Wanted for killing his boss, Manuel flees with his wife Rosa to the sertão, the barren landscape of Northern Brazil. Thrust into a primordial violent region, Manuel and Rosa come under the influence and control of a series of frightening figures.",1964-03-13,12.4355,"Adventure, Western, Drama","Black God, White Devil. Wanted for killing his boss, Manuel flees with his wife Rosa to the sertão, the barren landscape of Northern Brazil. Thrust into a primordial violent region, Manuel and Rosa come under the influence and control of a series of frightening figures.","['Adventure', 'Western', 'Drama']",1964,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
940551,Migration,"After a migrating duck family alights on their pond with thrilling tales of far-flung places, the Mallard family embarks on a family road trip, from New England, to New York City, to tropical Jamaica.",2023-12-06,11.9446,"Family, Comedy, Adventure, Animation","Migration. After a migrating duck family alights on their pond with thrilling tales of far-flung places, the Mallard family embarks on a family road trip, from New England, to New York City, to tropical Jamaica.","['Family', 'Comedy', 'Adventure', 'Animation']",2023,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
616037,Thor: Love and Thunder,"After his retirement is interrupted by Gorr the God Butcher, a galactic killer who seeks the extinction of the gods, Thor Odinson enlists the help of King Valkyrie, Korg, and ex-girlfriend Jane Foster, who now wields Mjolnir as the Mighty Thor. Together they embark upon a harrowing cosmic adventure to uncover the mystery of the God Butcher’s vengeance and stop him before it’s too late.",2022-07-06,12.2733,"Fantasy, Action, Comedy","Thor: Love and Thunder. After his retirement is interrupted by Gorr the God Butcher, a galactic killer who seeks the extinction of the gods, Thor Odinson enlists the help of King Valkyrie, Korg, and ex-girlfriend Jane Foster, who now wields Mjolnir as the Mighty Thor. Together they embark upon a harrowing cosmic adventure to uncover the mystery of the God Butcher’s vengeance and stop him before it’s too late.","['Fantasy', 'Action', 'Comedy']",2022,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11036,The Notebook,"An epic love story centered around an older man who reads aloud to a woman with Alzheimer's. From a faded notebook, the old man's words bring to life the story about a couple who is separated by World War II, and is then passionately reunited, seven years later, after they have taken different paths.",2004-05-25,11.4115,"Romance, Drama","The Notebook. An epic love story centered around an older man who reads aloud to a woman with Alzheimer's. From a faded notebook, the old man's words bring to life the story about a couple who is separated by World War II, and is then passionately reunited, seven years later, after they have taken different paths.","['Romance', 'Drama']",2004,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1147416,"Miraculous World: London, At the Edge of Time","To save the future from a terrible fate, Marinette becomes Chronobug and teams up with Bunnyx to defeat a mysterious opponent who travels through time.",2024-11-14,11.5037,"Animation, Adventure, Action, Fantasy","Miraculous World: London, At the Edge of Time. To save the future from a terrible fate, Marinette becomes Chronobug and teams up with Bunnyx to defeat a mysterious opponent who travels through time.","['Animation', 'Adventure', 'Action', 'Fantasy']",2024,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
71672,Wrong Turn 4: Bloody Beginnings,"A group of friends take refuge in a deserted sanatorium after they are left stranded in a snowstorm. Later, the place becomes a death trap when man-eating cannibals surround them.",2011-10-17,11.2028,"Horror, Thriller","Wrong Turn 4: Bloody Beginnings. A group of friends take refuge in a deserted sanatorium after they are left stranded in a snowstorm. Later, the place becomes a death trap when man-eating cannibals surround them.","['Horror', 'Thriller']",2011,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1379587,Utopia,"A soldier searching for his missing wife breaks into a high-tech facility, believing she's been caught in a human trafficking ring. But beyond its walls, he finds a surreal, futuristic fantasy park where reality and illusion blur. As he navigates this seductive and dangerous world, a shocking truth pulls him deeper into a deadly game where nothing is as it seems.",2024-12-09,11.0379,"Mystery, Thriller, Action, Science Fiction","Utopia. A soldier searching for his missing wife breaks into a high-tech facility, believing she's been caught in a human trafficking ring. But beyond its walls, he finds a surreal, futuristic fantasy park where reality and illusion blur. As he navigates this seductive and dangerous world, a shocking truth pulls him deeper into a deadly game where nothing is as it seems.","['Mystery', 'Thriller', 'Action', 'Science Fiction']",2024,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
9787,Lords of Dogtown,"The radical true story behind three teenage surfers from Venice Beach, California, who took skateboarding to the extreme and changed the world of sports forever. Stacy Peralta, Tony Alva and Jay Adams are the Z-Boys, a bunch of nobodies until they create a new style of skateboarding that becomes a worldwide phenomenon. But when their hobby becomes a business, the success shreds their friendship.",2005-06-03,11.5838,Drama,"Lords of Dogtown. The radical true story behind three teenage surfers from Venice Beach, California, who took skateboarding to the extreme and changed the world of sports forever. Stacy Peralta, Tony Alva and Jay Adams are the Z-Boys, a bunch of nobodies until they create a new style of skateboarding that becomes a worldwide phenomenon. But when their hobby becomes a business, the success shreds their friendship.",['Drama'],2005,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1270064,"Baby, I'll Eat Well","Ha-yeon, a new wife, calls the old man next door, Seok-bong, her father, and takes good care of him, but she has no idea that he has been targeting her. One day, Seok-bong invites Ha-yeon for a drink. But since she is lightweight, drinking alcohol put Ha-yeon easily to sleep, and Seok-bong slowly savors this moment.",2023-09-07,9.5908,Drama,"Baby, I'll Eat Well. Ha-yeon, a new wife, calls the old man next door, Seok-bong, her father, and takes good care of him, but she has no idea that he has been targeting her. One day, Seok-bong invites Ha-yeon for a drink. But since she is lightweight, drinking alcohol put Ha-yeon easily to sleep, and Seok-bong slowly savors this moment.",['Drama'],2023,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1196470,Survive,A couple celebrates their son’s birthday in the middle of the ocean on their boat. A violent storm hits and it brings up hungry creatures from the depths and they fight for their survival.,2024-06-19,10.2163,"Science Fiction, Thriller, Adventure, Action",Survive. A couple celebrates their son’s birthday in the middle of the ocean on their boat. A violent storm hits and it brings up hungry creatures from the depths and they fight for their survival.,"['Science Fiction', 'Thriller', 'Adventure', 'Action']",2024,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
